Vendor_ID,Asset,Price,Timestamp,Market,Currency,Volume,Latency_ms,avg_price,deviation,accuracy,is_outlier
Vendor_A,MARUTI,11509.62,01-01-2025 09:20,BSE,INR,11040,265,10493.4475,1016.1725,90.31612347,TRUE
Vendor_B,MARUTI,10172.16,01-01-2025 09:20,NSE,INR,78107,444,10493.4475,-321.2875,96.93820834,TRUE
Vendor_C,MARUTI,10153.23,01-01-2025 09:20,NSE,INR,14544,405,10493.4475,-340.2175,96.75781005,TRUE
Vendor_D,MARUTI,10138.78,01-01-2025 09:20,NSE,INR,60845,77,10493.4475,-354.6675,96.62010507,TRUE
Vendor_A,TCS,3433.76,01-01-2025 09:25,BSE,INR,1695,357,3436.0875,-2.3275,99.93226308,FALSE
Vendor_B,TCS,3427.4,01-01-2025 09:25,BSE,INR,16838,397,3436.0875,-8.6875,99.74716884,TRUE
Vendor_C,TCS,3446.06,01-01-2025 09:25,BSE,INR,83276,482,3436.0875,9.9725,99.70977165,TRUE
Vendor_D,TCS,3437.13,01-01-2025 09:25,BSE,INR,82336,323,3436.0875,1.0425,99.96966026,FALSE
Vendor_A,INFY,1493.22,01-01-2025 09:25,NSE,INR,43814,156,1489.58,3.64,99.75563582,FALSE
Vendor_B,INFY,1489.32,01-01-2025 09:25,BSE,INR,5824,55,1489.58,-0.26,99.98254542,FALSE
Vendor_C,INFY,1484.59,01-01-2025 09:25,BSE,INR,41605,160,1489.58,-4.99,99.66500624,FALSE
Vendor_D,INFY,1491.19,01-01-2025 09:25,NSE,INR,17238,339,1489.58,1.61,99.89191584,FALSE
Vendor_A,RELIANCE,2494.45,01-01-2025 09:25,BSE,INR,86549,16,2497.435,-2.985,99.88047737,FALSE
Vendor_B,RELIANCE,2500.28,01-01-2025 09:25,BSE,INR,3716,339,2497.435,2.845,99.88608312,FALSE
Vendor_C,RELIANCE,2493.99,01-01-2025 09:25,BSE,INR,30851,298,2497.435,-3.445,99.86205847,FALSE
Vendor_D,RELIANCE,2501.02,01-01-2025 09:25,NSE,INR,67480,18,2497.435,3.585,99.85645272,FALSE
Vendor_A,HDFC,1583.05,01-01-2025 09:25,BSE,INR,54302,321,1586.515,-3.465,99.78159677,FALSE
Vendor_B,HDFC,1584.76,01-01-2025 09:25,NSE,INR,23414,299,1586.515,-1.755,99.88938018,FALSE
Vendor_C,HDFC,1587.54,01-01-2025 09:25,BSE,INR,69586,168,1586.515,1.025,99.93539298,FALSE
Vendor_D,HDFC,1590.71,01-01-2025 09:25,BSE,INR,22720,243,1586.515,4.195,99.73558397,FALSE
Vendor_A,ICICI,1013.28,01-01-2025 09:25,BSE,INR,46944,469,927.835,85.445,90.79092727,TRUE
Vendor_B,ICICI,899.12,01-01-2025 09:25,NSE,INR,35160,419,927.835,-28.715,96.90516094,TRUE
Vendor_C,ICICI,900.32,01-01-2025 09:25,NSE,INR,67832,250,927.835,-27.515,97.03449428,TRUE
Vendor_D,ICICI,898.62,01-01-2025 09:25,BSE,INR,27746,363,927.835,-29.215,96.85127205,TRUE
Vendor_A,SBIN,600.58,01-01-2025 09:25,BSE,INR,25681,203,602.17,-1.59,99.73595496,FALSE
Vendor_B,SBIN,602.99,01-01-2025 09:25,NSE,INR,81488,384,602.17,0.82,99.86382583,FALSE
Vendor_C,SBIN,601.86,01-01-2025 09:25,NSE,INR,43969,213,602.17,-0.31,99.94851952,FALSE
Vendor_D,SBIN,603.25,01-01-2025 09:25,BSE,INR,19755,390,602.17,1.08,99.82064865,FALSE
Vendor_A,WIPRO,446.53,01-01-2025 09:25,NSE,INR,17584,236,447.14,-0.61,99.8635774,FALSE
Vendor_B,WIPRO,447.08,01-01-2025 09:25,BSE,INR,72580,462,447.14,-0.06,99.98658138,FALSE
Vendor_C,WIPRO,447.7,01-01-2025 09:25,NSE,INR,93396,300,447.14,0.56,99.87475958,FALSE
Vendor_D,WIPRO,447.25,01-01-2025 09:25,NSE,INR,64705,333,447.14,0.11,99.9753992,FALSE
Vendor_A,LT,3000.64,01-01-2025 09:25,NSE,INR,97344,425,3000.9,-0.26,99.99133593,FALSE
Vendor_B,LT,3003.84,01-01-2025 09:25,NSE,INR,93800,15,3000.9,2.94,99.90202939,FALSE
Vendor_C,LT,2998.3,01-01-2025 09:25,BSE,INR,69840,158,3000.9,-2.6,99.91335933,FALSE
Vendor_D,LT,3000.82,01-01-2025 09:25,NSE,INR,54837,457,3000.9,-0.08,99.99733413,FALSE
Vendor_A,AXISBANK,997.21,01-01-2025 09:25,BSE,INR,13690,210,997.9225,-0.7125,99.92860167,FALSE
Vendor_B,AXISBANK,998.86,01-01-2025 09:25,NSE,INR,47799,336,997.9225,0.9375,99.90605483,FALSE
Vendor_C,AXISBANK,995.83,01-01-2025 09:25,NSE,INR,78661,64,997.9225,-2.0925,99.79031438,FALSE
Vendor_D,AXISBANK,999.79,01-01-2025 09:25,BSE,INR,4652,316,997.9225,1.8675,99.81286122,FALSE
Vendor_A,MARUTI,9958.18,01-01-2025 09:25,NSE,INR,98913,69,9935.9725,22.2075,99.77649395,TRUE
Vendor_B,MARUTI,9910.81,01-01-2025 09:25,BSE,INR,95503,444,9935.9725,-25.1625,99.74675353,TRUE
Vendor_C,MARUTI,9941.4,01-01-2025 09:25,BSE,INR,56319,486,9935.9725,5.4275,99.94537525,TRUE
Vendor_D,MARUTI,9933.5,01-01-2025 09:25,NSE,INR,84643,167,9935.9725,-2.4725,99.97511567,FALSE
Vendor_A,TCS,3372.44,01-01-2025 09:30,BSE,INR,32961,319,3383.2725,-10.8325,99.67982183,TRUE
Vendor_B,TCS,3388.91,01-01-2025 09:30,NSE,INR,76783,235,3383.2725,5.6375,99.83337139,TRUE
Vendor_C,TCS,3381.05,01-01-2025 09:30,BSE,INR,35714,135,3383.2725,-2.2225,99.93430916,FALSE
Vendor_D,TCS,3390.69,01-01-2025 09:30,NSE,INR,72627,357,3383.2725,7.4175,99.7807596,TRUE
Vendor_A,INFY,1303.75,01-01-2025 09:30,BSE,INR,92748,214,1433.5775,-129.8275,90.94381015,TRUE
Vendor_B,INFY,1474.62,01-01-2025 09:30,BSE,INR,53868,391,1433.5775,41.0425,97.13705747,TRUE
Vendor_C,INFY,1480.11,01-01-2025 09:30,BSE,INR,47397,127,1433.5775,46.5325,96.75409945,TRUE
Vendor_D,INFY,1475.83,01-01-2025 09:30,BSE,INR,32397,413,1433.5775,42.2525,97.05265324,TRUE
Vendor_A,RELIANCE,2511.33,01-01-2025 09:30,BSE,INR,36179,56,2518.06,-6.73,99.73273075,TRUE
Vendor_B,RELIANCE,2526.75,01-01-2025 09:30,NSE,INR,22759,154,2518.06,8.69,99.65489305,TRUE
Vendor_C,RELIANCE,2518.27,01-01-2025 09:30,BSE,INR,49861,296,2518.06,0.21,99.99166025,FALSE
Vendor_D,RELIANCE,2515.89,01-01-2025 09:30,BSE,INR,3459,194,2518.06,-2.17,99.91382255,FALSE
Vendor_A,HDFC,1610.59,01-01-2025 09:30,BSE,INR,66728,424,1609.8675,0.7225,99.95512053,FALSE
Vendor_B,HDFC,1610.71,01-01-2025 09:30,NSE,INR,20739,274,1609.8675,0.8425,99.9476665,FALSE
Vendor_C,HDFC,1604.56,01-01-2025 09:30,BSE,INR,34531,479,1609.8675,-5.3075,99.67031448,TRUE
Vendor_D,HDFC,1613.61,01-01-2025 09:30,NSE,INR,76702,190,1609.8675,3.7425,99.76752745,FALSE
Vendor_A,ICICI,889.31,01-01-2025 09:30,NSE,INR,33715,238,890.5875,-1.2775,99.85655536,FALSE
Vendor_B,ICICI,893.81,01-01-2025 09:30,NSE,INR,14746,401,890.5875,3.2225,99.6381602,FALSE
Vendor_C,ICICI,889.85,01-01-2025 09:30,BSE,INR,15484,306,890.5875,-0.7375,99.9171895,FALSE
Vendor_D,ICICI,889.38,01-01-2025 09:30,NSE,INR,20439,266,890.5875,-1.2075,99.86441534,FALSE
Vendor_A,SBIN,602.39,01-01-2025 09:30,BSE,INR,71727,124,602.62,-0.23,99.96183333,FALSE
Vendor_B,SBIN,603.18,01-01-2025 09:30,BSE,INR,64096,163,602.62,0.56,99.90707245,FALSE
Vendor_C,SBIN,601.94,01-01-2025 09:30,BSE,INR,51725,462,602.62,-0.68,99.8871594,FALSE
Vendor_D,SBIN,602.97,01-01-2025 09:30,NSE,INR,12914,314,602.62,0.35,99.94192028,FALSE
Vendor_A,WIPRO,451.78,01-01-2025 09:30,NSE,INR,60541,279,450.81,0.97,99.78483175,FALSE
Vendor_B,WIPRO,450.66,01-01-2025 09:30,BSE,INR,68842,289,450.81,-0.15,99.96672656,FALSE
Vendor_C,WIPRO,450.87,01-01-2025 09:30,NSE,INR,33366,304,450.81,0.06,99.98669062,FALSE
Vendor_D,WIPRO,449.93,01-01-2025 09:30,BSE,INR,29138,32,450.81,-0.88,99.80479581,FALSE
Vendor_A,LT,3037.54,01-01-2025 09:30,NSE,INR,45736,148,3036.14,1.4,99.95388882,FALSE
Vendor_B,LT,3031.68,01-01-2025 09:30,NSE,INR,87434,67,3036.14,-4.46,99.85310295,FALSE
Vendor_C,LT,3039.98,01-01-2025 09:30,NSE,INR,74806,345,3036.14,3.84,99.87352362,FALSE
Vendor_D,LT,3035.36,01-01-2025 09:30,BSE,INR,92819,27,3036.14,-0.78,99.97430949,FALSE
Vendor_A,AXISBANK,1005.22,01-01-2025 09:30,BSE,INR,33268,423,1009.115,-3.895,99.61401822,FALSE
Vendor_B,AXISBANK,1009.59,01-01-2025 09:30,NSE,INR,54563,490,1009.115,0.475,99.95292905,FALSE
Vendor_C,AXISBANK,1009.48,01-01-2025 09:30,BSE,INR,35258,120,1009.115,0.365,99.96382969,FALSE
Vendor_D,AXISBANK,1012.17,01-01-2025 09:30,NSE,INR,29819,423,1009.115,3.055,99.69725948,FALSE
Vendor_A,MARUTI,10271.23,01-01-2025 09:30,NSE,INR,64798,442,10264.385,6.845,99.9333131,TRUE
Vendor_B,MARUTI,10260.99,01-01-2025 09:30,NSE,INR,69210,235,10264.385,-3.395,99.96692447,FALSE
Vendor_C,MARUTI,10263.31,01-01-2025 09:30,BSE,INR,49191,274,10264.385,-1.075,99.98952689,FALSE
Vendor_D,MARUTI,10262.01,01-01-2025 09:30,BSE,INR,5168,414,10264.385,-2.375,99.97686174,FALSE
Vendor_A,TCS,3496.22,01-01-2025 09:35,BSE,INR,68954,133,3616.895,-120.675,96.6635747,TRUE
Vendor_B,TCS,3966.14,01-01-2025 09:35,NSE,INR,37035,234,3616.895,349.245,90.34406584,TRUE
Vendor_C,TCS,3510.88,01-01-2025 09:35,NSE,INR,18368,457,3616.895,-106.015,97.06889473,TRUE
Vendor_D,TCS,3494.34,01-01-2025 09:35,NSE,INR,15928,153,3616.895,-122.555,96.61159641,TRUE
Vendor_A,INFY,1494.98,01-01-2025 09:35,BSE,INR,41322,29,1491.515,3.465,99.76768588,FALSE
Vendor_B,INFY,1488.5,01-01-2025 09:35,BSE,INR,25471,414,1491.515,-3.015,99.79785654,FALSE
Vendor_C,INFY,1491.93,01-01-2025 09:35,BSE,INR,28949,329,1491.515,0.415,99.97217594,FALSE
Vendor_D,INFY,1490.65,01-01-2025 09:35,BSE,INR,30882,111,1491.515,-0.865,99.94200528,FALSE
Vendor_A,RELIANCE,2512.95,01-01-2025 09:35,BSE,INR,39243,59,2508.9,4.05,99.83857467,FALSE
Vendor_B,RELIANCE,2504.31,01-01-2025 09:35,NSE,INR,30259,69,2508.9,-4.59,99.8170513,FALSE
Vendor_C,RELIANCE,2507.13,01-01-2025 09:35,BSE,INR,25018,494,2508.9,-1.77,99.92945115,FALSE
Vendor_D,RELIANCE,2511.21,01-01-2025 09:35,NSE,INR,88830,197,2508.9,2.31,99.90792778,FALSE
Vendor_A,HDFC,1591.32,01-01-2025 09:35,BSE,INR,93507,19,1593.715,-2.395,99.84972219,FALSE
Vendor_B,HDFC,1595.87,01-01-2025 09:35,NSE,INR,40290,118,1593.715,2.155,99.86478134,FALSE
Vendor_C,HDFC,1595.98,01-01-2025 09:35,NSE,INR,6333,124,1593.715,2.265,99.85787923,FALSE
Vendor_D,HDFC,1591.69,01-01-2025 09:35,NSE,INR,7547,468,1593.715,-2.025,99.87293839,FALSE
Vendor_A,ICICI,893.82,01-01-2025 09:35,NSE,INR,14760,75,896.3775,-2.5575,99.71468494,FALSE
Vendor_B,ICICI,899.38,01-01-2025 09:35,BSE,INR,11821,488,896.3775,3.0025,99.66504068,FALSE
Vendor_C,ICICI,897.23,01-01-2025 09:35,BSE,INR,33759,262,896.3775,0.8525,99.90489498,FALSE
Vendor_D,ICICI,895.08,01-01-2025 09:35,NSE,INR,7059,286,896.3775,-1.2975,99.85525072,FALSE
Vendor_A,SBIN,591.07,01-01-2025 09:35,NSE,INR,13559,438,591.895,-0.825,99.86061717,FALSE
Vendor_B,SBIN,591.98,01-01-2025 09:35,BSE,INR,88523,235,591.895,0.085,99.98563934,FALSE
Vendor_C,SBIN,591,01-01-2025 09:35,NSE,INR,16824,350,591.895,-0.895,99.84879075,FALSE
Vendor_D,SBIN,593.53,01-01-2025 09:35,NSE,INR,15592,339,591.895,1.635,99.72376857,FALSE
Vendor_A,WIPRO,390.21,01-01-2025 09:35,NSE,INR,37413,496,430.6325,-40.4225,90.61322589,TRUE
Vendor_B,WIPRO,443.56,01-01-2025 09:35,NSE,INR,59500,30,430.6325,12.9275,96.99802035,TRUE
Vendor_C,WIPRO,444.98,01-01-2025 09:35,NSE,INR,56593,306,430.6325,14.3475,96.66827283,TRUE
Vendor_D,WIPRO,443.78,01-01-2025 09:35,BSE,INR,63671,124,430.6325,13.1475,96.94693271,TRUE
Vendor_A,LT,2985.56,01-01-2025 09:35,NSE,INR,53814,272,2875.2725,110.2875,96.1642766,TRUE
Vendor_B,LT,2976.68,01-01-2025 09:35,NSE,INR,36827,323,2875.2725,101.4075,96.4731169,TRUE
Vendor_C,LT,2561.74,01-01-2025 09:35,BSE,INR,46972,429,2875.2725,-313.5325,89.09555529,TRUE
Vendor_D,LT,2977.11,01-01-2025 09:35,NSE,INR,76212,274,2875.2725,101.8375,96.45816179,TRUE
Vendor_A,AXISBANK,983.72,01-01-2025 09:35,NSE,INR,7364,307,986.9875,-3.2675,99.66894211,FALSE
Vendor_B,AXISBANK,987.73,01-01-2025 09:35,BSE,INR,79582,495,986.9875,0.7425,99.92477108,FALSE
Vendor_C,AXISBANK,986.11,01-01-2025 09:35,BSE,INR,14904,362,986.9875,-0.8775,99.9110931,FALSE
Vendor_D,AXISBANK,990.39,01-01-2025 09:35,BSE,INR,41146,117,986.9875,3.4025,99.65526412,FALSE
Vendor_A,MARUTI,10197.82,01-01-2025 09:35,BSE,INR,97218,247,10179.68,18.14,99.82180186,TRUE
Vendor_B,MARUTI,10169.77,01-01-2025 09:35,NSE,INR,86792,477,10179.68,-9.91,99.9026492,TRUE
Vendor_C,MARUTI,10188.28,01-01-2025 09:35,NSE,INR,24629,465,10179.68,8.6,99.91551797,TRUE
Vendor_D,MARUTI,10162.85,01-01-2025 09:35,BSE,INR,15511,191,10179.68,-16.83,99.83467064,TRUE
Vendor_A,TCS,3535.49,01-01-2025 09:40,BSE,INR,46514,180,3600.0425,-64.5525,98.20689617,TRUE
Vendor_B,TCS,3783.53,01-01-2025 09:40,NSE,INR,77598,499,3600.0425,183.4875,94.90318517,TRUE
Vendor_C,TCS,3535.37,01-01-2025 09:40,BSE,INR,10527,123,3600.0425,-64.6725,98.20356287,TRUE
Vendor_D,TCS,3545.78,01-01-2025 09:40,NSE,INR,34435,476,3600.0425,-54.2625,98.49272613,TRUE
Vendor_A,INFY,1692.59,01-01-2025 09:40,BSE,INR,31713,261,1553.8375,138.7525,91.07033393,TRUE
Vendor_B,INFY,1506.87,01-01-2025 09:40,NSE,INR,27492,470,1553.8375,-46.9675,96.97732227,TRUE
Vendor_C,INFY,1510.57,01-01-2025 09:40,BSE,INR,35505,184,1553.8375,-43.2675,97.21544241,TRUE
Vendor_D,INFY,1505.32,01-01-2025 09:40,NSE,INR,3511,140,1553.8375,-48.5175,96.87756924,TRUE
Vendor_A,RELIANCE,2559.16,01-01-2025 09:40,BSE,INR,55108,232,2553.175,5.985,99.76558599,TRUE
Vendor_B,RELIANCE,2555.27,01-01-2025 09:40,BSE,INR,5558,402,2553.175,2.095,99.9179453,FALSE
Vendor_C,RELIANCE,2551.44,01-01-2025 09:40,NSE,INR,96503,344,2553.175,-1.735,99.93204539,FALSE
Vendor_D,RELIANCE,2546.83,01-01-2025 09:40,BSE,INR,24040,491,2553.175,-6.345,99.7514859,TRUE
Vendor_A,HDFC,1608.84,01-01-2025 09:40,BSE,INR,68498,33,1608.72,0.12,99.99254065,FALSE
Vendor_B,HDFC,1610.06,01-01-2025 09:40,NSE,INR,56377,324,1608.72,1.34,99.91670396,FALSE
Vendor_C,HDFC,1611.83,01-01-2025 09:40,NSE,INR,65419,277,1608.72,3.11,99.8066786,FALSE
Vendor_D,HDFC,1604.15,01-01-2025 09:40,BSE,INR,76247,38,1608.72,-4.57,99.71592322,FALSE
Vendor_A,ICICI,902.45,01-01-2025 09:40,NSE,INR,35700,28,904.03,-1.58,99.82522704,FALSE
Vendor_B,ICICI,903.53,01-01-2025 09:40,BSE,INR,78561,373,904.03,-0.5,99.9446921,FALSE
Vendor_C,ICICI,905.53,01-01-2025 09:40,NSE,INR,8199,68,904.03,1.5,99.8340763,FALSE
Vendor_D,ICICI,904.61,01-01-2025 09:40,BSE,INR,30659,65,904.03,0.58,99.93584284,FALSE
Vendor_A,SBIN,586.15,01-01-2025 09:40,NSE,INR,84884,124,586.6575,-0.5075,99.91349297,FALSE
Vendor_B,SBIN,588.38,01-01-2025 09:40,BSE,INR,22356,170,586.6575,1.7225,99.70638746,FALSE
Vendor_C,SBIN,585.53,01-01-2025 09:40,BSE,INR,17843,74,586.6575,-1.1275,99.8078095,FALSE
Vendor_D,SBIN,586.57,01-01-2025 09:40,NSE,INR,63881,170,586.6575,-0.0875,99.98508499,FALSE
Vendor_A,WIPRO,447.52,01-01-2025 09:40,NSE,INR,54196,194,456.0225,-8.5025,98.13550866,TRUE
Vendor_B,WIPRO,447.63,01-01-2025 09:40,NSE,INR,92062,304,456.0225,-8.3925,98.15963028,TRUE
Vendor_C,WIPRO,482.85,01-01-2025 09:40,BSE,INR,62522,138,456.0225,26.8275,94.11706659,TRUE
Vendor_D,WIPRO,446.09,01-01-2025 09:40,BSE,INR,92930,195,456.0225,-9.9325,97.82192765,TRUE
