Vendor_ID,Asset,Price,Timestamp,Market,Currency,Volume,Latency_ms
Vendor_D,LT,3015.27,2025-01-01 09:15:00,NSE,INR,33161,102
Vendor_A,AXISBANK,986.01,2025-01-01 09:15:00,BSE,INR,35564,89
Vendor_B,AXISBANK,983.45,2025-01-01 09:15:00,NSE,INR,40372,175
Vendor_C,AXISBANK,989.01,2025-01-01 09:15:00,BSE,INR,17882,418
Vendor_D,AXISBANK,873.64,2025-01-01 09:15:00,NSE,INR,92238,334
Vendor_A,MARUTI,9398.66,2025-01-01 09:15:00,NSE,INR,84792,465
Vendor_B,MARUTI,10087.95,2025-01-01 09:15:00,NSE,INR,32005,227
Vendor_C,MARUTI,10090.48,2025-01-01 09:15:00,NSE,INR,24192,159
Vendor_D,MARUTI,10059.47,2025-01-01 09:15:00,BSE,INR,40238,317
Vendor_A,TCS,3498.4,2025-01-01 09:20:00,NSE,INR,21089,492
Vendor_B,TCS,3505.2,2025-01-01 09:20:00,NSE,INR,36697,41
Vendor_C,TCS,3490.32,2025-01-01 09:20:00,NSE,INR,55053,350
Vendor_D,TCS,3494.9,2025-01-01 09:20:00,NSE,INR,8172,116
Vendor_A,INFY,1516.61,2025-01-01 09:20:00,BSE,INR,78970,271
Vendor_B,INFY,1516.62,2025-01-01 09:20:00,NSE,INR,24180,24
Vendor_C,INFY,1514.28,2025-01-01 09:20:00,NSE,INR,58548,433
Vendor_D,INFY,1379.66,2025-01-01 09:20:00,BSE,INR,50153,476
Vendor_A,RELIANCE,2563.18,2025-01-01 09:20:00,BSE,INR,41674,255
Vendor_B,RELIANCE,2556.6,2025-01-01 09:20:00,BSE,INR,76677,40
Vendor_C,RELIANCE,2224.91,2025-01-01 09:20:00,BSE,INR,86021,184
Vendor_D,RELIANCE,2570.65,2025-01-01 09:20:00,BSE,INR,20476,323
Vendor_A,HDFC,1614.6,2025-01-01 09:20:00,BSE,INR,46035,15
Vendor_B,HDFC,1616.6,2025-01-01 09:20:00,NSE,INR,28697,300
Vendor_C,HDFC,1619.11,2025-01-01 09:20:00,BSE,INR,55956,280
Vendor_D,HDFC,1619.65,2025-01-01 09:20:00,BSE,INR,66885,63
Vendor_A,ICICI,906.96,2025-01-01 09:20:00,NSE,INR,77868,476
Vendor_B,ICICI,911.48,2025-01-01 09:20:00,BSE,INR,17821,454
Vendor_C,ICICI,910.4,2025-01-01 09:20:00,BSE,INR,58606,436
Vendor_D,ICICI,910.55,2025-01-01 09:20:00,BSE,INR,22132,475
Vendor_A,SBIN,608.37,2025-01-01 09:20:00,BSE,INR,36858,150
Vendor_B,SBIN,609.92,2025-01-01 09:20:00,NSE,INR,51701,457
Vendor_C,SBIN,609.47,2025-01-01 09:20:00,BSE,INR,96421,467
Vendor_D,SBIN,608.3,2025-01-01 09:20:00,NSE,INR,40549,326
Vendor_A,WIPRO,446.98,2025-01-01 09:20:00,NSE,INR,31236,182
Vendor_B,WIPRO,447.75,2025-01-01 09:20:00,NSE,INR,74538,188
Vendor_C,WIPRO,447.53,2025-01-01 09:20:00,BSE,INR,52370,124
Vendor_D,WIPRO,447.96,2025-01-01 09:20:00,BSE,INR,4079,481
Vendor_A,LT,2987.2,2025-01-01 09:20:00,NSE,INR,3002,326
Vendor_B,LT,2979.22,2025-01-01 09:20:00,NSE,INR,76620,328
Vendor_C,LT,2992.55,2025-01-01 09:20:00,NSE,INR,14078,169
Vendor_D,LT,2989.07,2025-01-01 09:20:00,NSE,INR,77993,123
Vendor_A,AXISBANK,1005.73,2025-01-01 09:20:00,NSE,INR,60137,107
Vendor_B,AXISBANK,1004.17,2025-01-01 09:20:00,NSE,INR,65247,68
Vendor_C,AXISBANK,1004.93,2025-01-01 09:20:00,BSE,INR,76711,228
Vendor_D,AXISBANK,1002.99,2025-01-01 09:20:00,NSE,INR,44881,248
Vendor_A,MARUTI,11509.62,2025-01-01 09:20:00,BSE,INR,11040,265
Vendor_B,MARUTI,10172.16,2025-01-01 09:20:00,NSE,INR,78107,444
Vendor_C,MARUTI,10153.23,2025-01-01 09:20:00,NSE,INR,14544,405
Vendor_D,MARUTI,10138.78,2025-01-01 09:20:00,NSE,INR,60845,77
Vendor_A,TCS,3433.76,2025-01-01 09:25:00,BSE,INR,1695,357
Vendor_B,TCS,3427.4,2025-01-01 09:25:00,BSE,INR,16838,397
Vendor_C,TCS,3446.06,2025-01-01 09:25:00,BSE,INR,83276,482
Vendor_D,TCS,3437.13,2025-01-01 09:25:00,BSE,INR,82336,323
Vendor_A,INFY,1493.22,2025-01-01 09:25:00,NSE,INR,43814,156
Vendor_B,INFY,1489.32,2025-01-01 09:25:00,BSE,INR,5824,55
Vendor_C,INFY,1484.59,2025-01-01 09:25:00,BSE,INR,41605,160
Vendor_D,INFY,1491.19,2025-01-01 09:25:00,NSE,INR,17238,339
Vendor_A,RELIANCE,2494.45,2025-01-01 09:25:00,BSE,INR,86549,16
Vendor_B,RELIANCE,2500.28,2025-01-01 09:25:00,BSE,INR,3716,339
Vendor_C,RELIANCE,2493.99,2025-01-01 09:25:00,BSE,INR,30851,298
Vendor_D,RELIANCE,2501.02,2025-01-01 09:25:00,NSE,INR,67480,18
Vendor_A,HDFC,1583.05,2025-01-01 09:25:00,BSE,INR,54302,321
Vendor_B,HDFC,1584.76,2025-01-01 09:25:00,NSE,INR,23414,299
Vendor_C,HDFC,1587.54,2025-01-01 09:25:00,BSE,INR,69586,168
Vendor_D,HDFC,1590.71,2025-01-01 09:25:00,BSE,INR,22720,243
Vendor_A,ICICI,1013.28,2025-01-01 09:25:00,BSE,INR,46944,469
Vendor_B,ICICI,899.12,2025-01-01 09:25:00,NSE,INR,35160,419
Vendor_C,ICICI,900.32,2025-01-01 09:25:00,NSE,INR,67832,250
Vendor_D,ICICI,898.62,2025-01-01 09:25:00,BSE,INR,27746,363
Vendor_A,SBIN,600.58,2025-01-01 09:25:00,BSE,INR,25681,203
Vendor_B,SBIN,602.99,2025-01-01 09:25:00,NSE,INR,81488,384
Vendor_C,SBIN,601.86,2025-01-01 09:25:00,NSE,INR,43969,213
Vendor_D,SBIN,603.25,2025-01-01 09:25:00,BSE,INR,19755,390
Vendor_A,WIPRO,446.53,2025-01-01 09:25:00,NSE,INR,17584,236
Vendor_B,WIPRO,447.08,2025-01-01 09:25:00,BSE,INR,72580,462
Vendor_C,WIPRO,447.7,2025-01-01 09:25:00,NSE,INR,93396,300
Vendor_D,WIPRO,447.25,2025-01-01 09:25:00,NSE,INR,64705,333
Vendor_A,LT,3000.64,2025-01-01 09:25:00,NSE,INR,97344,425
Vendor_B,LT,3003.84,2025-01-01 09:25:00,NSE,INR,93800,15
Vendor_C,LT,2998.3,2025-01-01 09:25:00,BSE,INR,69840,158
Vendor_D,LT,3000.82,2025-01-01 09:25:00,NSE,INR,54837,457
Vendor_A,AXISBANK,997.21,2025-01-01 09:25:00,BSE,INR,13690,210
Vendor_B,AXISBANK,998.86,2025-01-01 09:25:00,NSE,INR,47799,336
Vendor_C,AXISBANK,995.83,2025-01-01 09:25:00,NSE,INR,78661,64
Vendor_D,AXISBANK,999.79,2025-01-01 09:25:00,BSE,INR,4652,316
Vendor_A,MARUTI,9958.18,2025-01-01 09:25:00,NSE,INR,98913,69
Vendor_B,MARUTI,9910.81,2025-01-01 09:25:00,BSE,INR,95503,444
Vendor_C,MARUTI,9941.4,2025-01-01 09:25:00,BSE,INR,56319,486
Vendor_D,MARUTI,9933.5,2025-01-01 09:25:00,NSE,INR,84643,167
Vendor_A,TCS,3372.44,2025-01-01 09:30:00,BSE,INR,32961,319
Vendor_B,TCS,3388.91,2025-01-01 09:30:00,NSE,INR,76783,235
Vendor_C,TCS,3381.05,2025-01-01 09:30:00,BSE,INR,35714,135
Vendor_D,TCS,3390.69,2025-01-01 09:30:00,NSE,INR,72627,357
Vendor_A,INFY,1303.75,2025-01-01 09:30:00,BSE,INR,92748,214
Vendor_B,INFY,1474.62,2025-01-01 09:30:00,BSE,INR,53868,391
Vendor_C,INFY,1480.11,2025-01-01 09:30:00,BSE,INR,47397,127
Vendor_D,INFY,1475.83,2025-01-01 09:30:00,BSE,INR,32397,413
Vendor_A,RELIANCE,2511.33,2025-01-01 09:30:00,BSE,INR,36179,56
Vendor_B,RELIANCE,2526.75,2025-01-01 09:30:00,NSE,INR,22759,154
Vendor_C,RELIANCE,2518.27,2025-01-01 09:30:00,BSE,INR,49861,296
Vendor_D,RELIANCE,2515.89,2025-01-01 09:30:00,BSE,INR,3459,194
Vendor_A,HDFC,1610.59,2025-01-01 09:30:00,BSE,INR,66728,424
Vendor_B,HDFC,1610.71,2025-01-01 09:30:00,NSE,INR,20739,274
Vendor_C,HDFC,1604.56,2025-01-01 09:30:00,BSE,INR,34531,479
Vendor_D,HDFC,1613.61,2025-01-01 09:30:00,NSE,INR,76702,190
Vendor_A,ICICI,889.31,2025-01-01 09:30:00,NSE,INR,33715,238
Vendor_B,ICICI,893.81,2025-01-01 09:30:00,NSE,INR,14746,401
Vendor_C,ICICI,889.85,2025-01-01 09:30:00,BSE,INR,15484,306
Vendor_D,ICICI,889.38,2025-01-01 09:30:00,NSE,INR,20439,266
Vendor_A,SBIN,602.39,2025-01-01 09:30:00,BSE,INR,71727,124
Vendor_B,SBIN,603.18,2025-01-01 09:30:00,BSE,INR,64096,163
Vendor_C,SBIN,601.94,2025-01-01 09:30:00,BSE,INR,51725,462
Vendor_D,SBIN,602.97,2025-01-01 09:30:00,NSE,INR,12914,314
Vendor_A,WIPRO,451.78,2025-01-01 09:30:00,NSE,INR,60541,279
Vendor_B,WIPRO,450.66,2025-01-01 09:30:00,BSE,INR,68842,289
Vendor_C,WIPRO,450.87,2025-01-01 09:30:00,NSE,INR,33366,304
Vendor_D,WIPRO,449.93,2025-01-01 09:30:00,BSE,INR,29138,32
Vendor_A,LT,3037.54,2025-01-01 09:30:00,NSE,INR,45736,148
Vendor_B,LT,3031.68,2025-01-01 09:30:00,NSE,INR,87434,67
Vendor_C,LT,3039.98,2025-01-01 09:30:00,NSE,INR,74806,345
Vendor_D,LT,3035.36,2025-01-01 09:30:00,BSE,INR,92819,27
Vendor_A,AXISBANK,1005.22,2025-01-01 09:30:00,BSE,INR,33268,423
Vendor_B,AXISBANK,1009.59,2025-01-01 09:30:00,NSE,INR,54563,490
Vendor_C,AXISBANK,1009.48,2025-01-01 09:30:00,BSE,INR,35258,120
Vendor_D,AXISBANK,1012.17,2025-01-01 09:30:00,NSE,INR,29819,423
Vendor_A,MARUTI,10271.23,2025-01-01 09:30:00,NSE,INR,64798,442
Vendor_B,MARUTI,10260.99,2025-01-01 09:30:00,NSE,INR,69210,235
Vendor_C,MARUTI,10263.31,2025-01-01 09:30:00,BSE,INR,49191,274
Vendor_D,MARUTI,10262.01,2025-01-01 09:30:00,BSE,INR,5168,414
Vendor_A,TCS,3496.22,2025-01-01 09:35:00,BSE,INR,68954,133
Vendor_B,TCS,3966.14,2025-01-01 09:35:00,NSE,INR,37035,234
Vendor_C,TCS,3510.88,2025-01-01 09:35:00,NSE,INR,18368,457
Vendor_D,TCS,3494.34,2025-01-01 09:35:00,NSE,INR,15928,153
Vendor_A,INFY,1494.98,2025-01-01 09:35:00,BSE,INR,41322,29
Vendor_B,INFY,1488.5,2025-01-01 09:35:00,BSE,INR,25471,414
Vendor_C,INFY,1491.93,2025-01-01 09:35:00,BSE,INR,28949,329
Vendor_D,INFY,1490.65,2025-01-01 09:35:00,BSE,INR,30882,111
Vendor_A,RELIANCE,2512.95,2025-01-01 09:35:00,BSE,INR,39243,59
Vendor_B,RELIANCE,2504.31,2025-01-01 09:35:00,NSE,INR,30259,69
Vendor_C,RELIANCE,2507.13,2025-01-01 09:35:00,BSE,INR,25018,494
Vendor_D,RELIANCE,2511.21,2025-01-01 09:35:00,NSE,INR,88830,197
Vendor_A,HDFC,1591.32,2025-01-01 09:35:00,BSE,INR,93507,19
Vendor_B,HDFC,1595.87,2025-01-01 09:35:00,NSE,INR,40290,118
Vendor_C,HDFC,1595.98,2025-01-01 09:35:00,NSE,INR,6333,124
Vendor_D,HDFC,1591.69,2025-01-01 09:35:00,NSE,INR,7547,468
Vendor_A,ICICI,893.82,2025-01-01 09:35:00,NSE,INR,14760,75
Vendor_B,ICICI,899.38,2025-01-01 09:35:00,BSE,INR,11821,488
Vendor_C,ICICI,897.23,2025-01-01 09:35:00,BSE,INR,33759,262
Vendor_D,ICICI,895.08,2025-01-01 09:35:00,NSE,INR,7059,286
Vendor_A,SBIN,591.07,2025-01-01 09:35:00,NSE,INR,13559,438
Vendor_B,SBIN,591.98,2025-01-01 09:35:00,BSE,INR,88523,235
Vendor_C,SBIN,591.0,2025-01-01 09:35:00,NSE,INR,16824,350
Vendor_D,SBIN,593.53,2025-01-01 09:35:00,NSE,INR,15592,339
Vendor_A,WIPRO,390.21,2025-01-01 09:35:00,NSE,INR,37413,496
Vendor_B,WIPRO,443.56,2025-01-01 09:35:00,NSE,INR,59500,30
Vendor_C,WIPRO,444.98,2025-01-01 09:35:00,NSE,INR,56593,306
Vendor_D,WIPRO,443.78,2025-01-01 09:35:00,BSE,INR,63671,124
Vendor_A,LT,2985.56,2025-01-01 09:35:00,NSE,INR,53814,272
Vendor_B,LT,2976.68,2025-01-01 09:35:00,NSE,INR,36827,323
Vendor_C,LT,2561.74,2025-01-01 09:35:00,BSE,INR,46972,429
Vendor_D,LT,2977.11,2025-01-01 09:35:00,NSE,INR,76212,274
Vendor_A,AXISBANK,983.72,2025-01-01 09:35:00,NSE,INR,7364,307
Vendor_B,AXISBANK,987.73,2025-01-01 09:35:00,BSE,INR,79582,495
Vendor_C,AXISBANK,986.11,2025-01-01 09:35:00,BSE,INR,14904,362
Vendor_D,AXISBANK,990.39,2025-01-01 09:35:00,BSE,INR,41146,117
Vendor_A,MARUTI,10197.82,2025-01-01 09:35:00,BSE,INR,97218,247
Vendor_B,MARUTI,10169.77,2025-01-01 09:35:00,NSE,INR,86792,477
Vendor_C,MARUTI,10188.28,2025-01-01 09:35:00,NSE,INR,24629,465
Vendor_D,MARUTI,10162.85,2025-01-01 09:35:00,BSE,INR,15511,191
Vendor_A,TCS,3535.49,2025-01-01 09:40:00,BSE,INR,46514,180
Vendor_B,TCS,3783.53,2025-01-01 09:40:00,NSE,INR,77598,499
Vendor_C,TCS,3535.37,2025-01-01 09:40:00,BSE,INR,10527,123
Vendor_D,TCS,3545.78,2025-01-01 09:40:00,NSE,INR,34435,476
Vendor_A,INFY,1692.59,2025-01-01 09:40:00,BSE,INR,31713,261
Vendor_B,INFY,1506.87,2025-01-01 09:40:00,NSE,INR,27492,470
Vendor_C,INFY,1510.57,2025-01-01 09:40:00,BSE,INR,35505,184
Vendor_D,INFY,1505.32,2025-01-01 09:40:00,NSE,INR,3511,140
Vendor_A,RELIANCE,2559.16,2025-01-01 09:40:00,BSE,INR,55108,232
Vendor_B,RELIANCE,2555.27,2025-01-01 09:40:00,BSE,INR,5558,402
Vendor_C,RELIANCE,2551.44,2025-01-01 09:40:00,NSE,INR,96503,344
Vendor_D,RELIANCE,2546.83,2025-01-01 09:40:00,BSE,INR,24040,491
Vendor_A,HDFC,1608.84,2025-01-01 09:40:00,BSE,INR,68498,33
Vendor_B,HDFC,1610.06,2025-01-01 09:40:00,NSE,INR,56377,324
Vendor_C,HDFC,1611.83,2025-01-01 09:40:00,NSE,INR,65419,277
Vendor_D,HDFC,1604.15,2025-01-01 09:40:00,BSE,INR,76247,38
Vendor_A,ICICI,902.45,2025-01-01 09:40:00,NSE,INR,35700,28
Vendor_B,ICICI,903.53,2025-01-01 09:40:00,BSE,INR,78561,373
Vendor_C,ICICI,905.53,2025-01-01 09:40:00,NSE,INR,8199,68
Vendor_D,ICICI,904.61,2025-01-01 09:40:00,BSE,INR,30659,65
Vendor_A,SBIN,586.15,2025-01-01 09:40:00,NSE,INR,84884,124
Vendor_B,SBIN,588.38,2025-01-01 09:40:00,BSE,INR,22356,170
Vendor_C,SBIN,585.53,2025-01-01 09:40:00,BSE,INR,17843,74
Vendor_D,SBIN,586.57,2025-01-01 09:40:00,NSE,INR,63881,170
Vendor_A,WIPRO,447.52,2025-01-01 09:40:00,NSE,INR,54196,194
Vendor_B,WIPRO,447.63,2025-01-01 09:40:00,NSE,INR,92062,304
Vendor_C,WIPRO,482.85,2025-01-01 09:40:00,BSE,INR,62522,138
Vendor_D,WIPRO,446.09,2025-01-01 09:40:00,BSE,INR,92930,195
Vendor_A,LT,2974.19,2025-01-01 09:40:00,NSE,INR,46557,421
Vendor_B,LT,2973.83,2025-01-01 09:40:00,BSE,INR,21349,438
Vendor_C,LT,2972.25,2025-01-01 09:40:00,NSE,INR,7151,49
Vendor_D,LT,2968.29,2025-01-01 09:40:00,NSE,INR,87285,228
Vendor_A,AXISBANK,1016.08,2025-01-01 09:40:00,BSE,INR,76191,136
Vendor_B,AXISBANK,1016.18,2025-01-01 09:40:00,NSE,INR,91829,45
Vendor_C,AXISBANK,1011.77,2025-01-01 09:40:00,NSE,INR,27834,356
Vendor_D,AXISBANK,1013.07,2025-01-01 09:40:00,BSE,INR,44636,225
Vendor_A,MARUTI,10027.92,2025-01-01 09:40:00,NSE,INR,78198,127
Vendor_B,MARUTI,10029.33,2025-01-01 09:40:00,NSE,INR,89556,281
Vendor_C,MARUTI,10009.67,2025-01-01 09:40:00,BSE,INR,24811,438
Vendor_D,MARUTI,10007.24,2025-01-01 09:40:00,NSE,INR,57609,413
Vendor_A,TCS,3424.21,2025-01-01 09:45:00,NSE,INR,18540,35
Vendor_B,TCS,3881.41,2025-01-01 09:45:00,BSE,INR,92686,441
Vendor_C,TCS,3415.04,2025-01-01 09:45:00,BSE,INR,25419,77
Vendor_D,TCS,3427.32,2025-01-01 09:45:00,BSE,INR,41483,436
Vendor_A,INFY,1505.28,2025-01-01 09:45:00,BSE,INR,91873,256
Vendor_B,INFY,1508.39,2025-01-01 09:45:00,NSE,INR,11678,120
Vendor_C,INFY,1504.52,2025-01-01 09:45:00,NSE,INR,66699,224
Vendor_D,INFY,1498.92,2025-01-01 09:45:00,BSE,INR,33339,424
Vendor_A,RELIANCE,2707.61,2025-01-01 09:45:00,NSE,INR,88256,101
Vendor_B,RELIANCE,2489.74,2025-01-01 09:45:00,NSE,INR,93866,353
Vendor_C,RELIANCE,2492.86,2025-01-01 09:45:00,BSE,INR,60764,330
Vendor_D,RELIANCE,2492.95,2025-01-01 09:45:00,BSE,INR,13495,20
Vendor_A,HDFC,1593.51,2025-01-01 09:45:00,NSE,INR,22535,384
Vendor_B,HDFC,1590.92,2025-01-01 09:45:00,NSE,INR,42799,363
Vendor_C,HDFC,1588.34,2025-01-01 09:45:00,NSE,INR,9613,373
Vendor_D,HDFC,1815.85,2025-01-01 09:45:00,NSE,INR,92489,398
Vendor_A,ICICI,892.19,2025-01-01 09:45:00,BSE,INR,41455,162
Vendor_B,ICICI,890.57,2025-01-01 09:45:00,NSE,INR,45477,96
Vendor_C,ICICI,890.94,2025-01-01 09:45:00,NSE,INR,49999,311
Vendor_D,ICICI,889.9,2025-01-01 09:45:00,BSE,INR,50400,450
Vendor_A,SBIN,611.23,2025-01-01 09:45:00,BSE,INR,5491,241
Vendor_B,SBIN,608.67,2025-01-01 09:45:00,BSE,INR,78815,156
Vendor_C,SBIN,611.13,2025-01-01 09:45:00,NSE,INR,44311,373
Vendor_D,SBIN,609.24,2025-01-01 09:45:00,BSE,INR,7534,32
Vendor_A,WIPRO,409.31,2025-01-01 09:45:00,BSE,INR,41017,256
Vendor_B,WIPRO,439.97,2025-01-01 09:45:00,NSE,INR,83772,184
Vendor_C,WIPRO,437.55,2025-01-01 09:45:00,BSE,INR,46133,388
Vendor_D,WIPRO,438.2,2025-01-01 09:45:00,BSE,INR,62274,423
Vendor_A,LT,3004.73,2025-01-01 09:45:00,BSE,INR,52717,290
Vendor_B,LT,3013.5,2025-01-01 09:45:00,NSE,INR,67960,438
Vendor_C,LT,3015.81,2025-01-01 09:45:00,NSE,INR,63752,37
Vendor_D,LT,3021.5,2025-01-01 09:45:00,BSE,INR,46121,389
Vendor_A,AXISBANK,1018.22,2025-01-01 09:45:00,NSE,INR,87685,198
Vendor_B,AXISBANK,1019.44,2025-01-01 09:45:00,BSE,INR,74141,487
Vendor_C,AXISBANK,1017.27,2025-01-01 09:45:00,BSE,INR,22935,104
Vendor_D,AXISBANK,1020.58,2025-01-01 09:45:00,BSE,INR,10076,479
Vendor_A,MARUTI,9880.38,2025-01-01 09:45:00,BSE,INR,78147,358
Vendor_B,MARUTI,9851.03,2025-01-01 09:45:00,BSE,INR,63929,298
Vendor_C,MARUTI,9896.32,2025-01-01 09:45:00,NSE,INR,26874,19
Vendor_D,MARUTI,9878.11,2025-01-01 09:45:00,BSE,INR,45797,497
Vendor_A,TCS,3457.96,2025-01-01 09:50:00,NSE,INR,84801,437
Vendor_B,TCS,3454.73,2025-01-01 09:50:00,NSE,INR,17077,288
Vendor_C,TCS,3449.72,2025-01-01 09:50:00,BSE,INR,59789,378
Vendor_D,TCS,3453.36,2025-01-01 09:50:00,BSE,INR,38591,446
Vendor_A,INFY,1486.63,2025-01-01 09:50:00,NSE,INR,20542,496
Vendor_B,INFY,1490.01,2025-01-01 09:50:00,BSE,INR,9683,452
Vendor_C,INFY,1485.04,2025-01-01 09:50:00,NSE,INR,55626,158
Vendor_D,INFY,1481.04,2025-01-01 09:50:00,BSE,INR,6537,313
Vendor_A,RELIANCE,2483.22,2025-01-01 09:50:00,NSE,INR,13098,342
Vendor_B,RELIANCE,2482.9,2025-01-01 09:50:00,NSE,INR,95471,71
Vendor_C,RELIANCE,2476.99,2025-01-01 09:50:00,BSE,INR,45550,44
Vendor_D,RELIANCE,2474.43,2025-01-01 09:50:00,BSE,INR,28347,226
Vendor_A,HDFC,1622.74,2025-01-01 09:50:00,NSE,INR,94138,356
Vendor_B,HDFC,1619.45,2025-01-01 09:50:00,NSE,INR,77994,454
Vendor_C,HDFC,1620.85,2025-01-01 09:50:00,NSE,INR,22284,226
Vendor_D,HDFC,1623.63,2025-01-01 09:50:00,NSE,INR,15445,398
Vendor_A,ICICI,891.33,2025-01-01 09:50:00,NSE,INR,73528,94
Vendor_B,ICICI,885.96,2025-01-01 09:50:00,NSE,INR,89062,161
Vendor_C,ICICI,837.36,2025-01-01 09:50:00,BSE,INR,86716,215
Vendor_D,ICICI,893.58,2025-01-01 09:50:00,BSE,INR,24970,128
Vendor_A,SBIN,606.72,2025-01-01 09:50:00,BSE,INR,82044,417
Vendor_B,SBIN,608.47,2025-01-01 09:50:00,BSE,INR,73867,56
Vendor_C,SBIN,609.33,2025-01-01 09:50:00,BSE,INR,91736,107
Vendor_D,SBIN,607.4,2025-01-01 09:50:00,NSE,INR,93990,152
Vendor_A,WIPRO,453.96,2025-01-01 09:50:00,NSE,INR,7680,485
Vendor_B,WIPRO,454.92,2025-01-01 09:50:00,NSE,INR,6568,18
Vendor_C,WIPRO,454.97,2025-01-01 09:50:00,BSE,INR,35497,344
Vendor_D,WIPRO,455.22,2025-01-01 09:50:00,NSE,INR,81149,414
Vendor_A,LT,2959.73,2025-01-01 09:50:00,NSE,INR,36101,104
Vendor_B,LT,2951.89,2025-01-01 09:50:00,NSE,INR,83482,208
Vendor_C,LT,2963.02,2025-01-01 09:50:00,BSE,INR,31569,214
Vendor_D,LT,2959.3,2025-01-01 09:50:00,NSE,INR,83563,353
Vendor_A,AXISBANK,869.99,2025-01-01 09:50:00,NSE,INR,60142,240
Vendor_B,AXISBANK,990.11,2025-01-01 09:50:00,BSE,INR,97435,65
Vendor_C,AXISBANK,992.57,2025-01-01 09:50:00,NSE,INR,28300,266
Vendor_D,AXISBANK,992.07,2025-01-01 09:50:00,NSE,INR,83539,18
Vendor_A,MARUTI,9974.11,2025-01-01 09:50:00,NSE,INR,22530,463
Vendor_B,MARUTI,9933.63,2025-01-01 09:50:00,NSE,INR,24428,346
Vendor_C,MARUTI,9930.41,2025-01-01 09:50:00,BSE,INR,5461,112
Vendor_D,MARUTI,9948.84,2025-01-01 09:50:00,BSE,INR,54509,133
Vendor_A,TCS,3479.19,2025-01-01 09:55:00,BSE,INR,31393,373
Vendor_B,TCS,3486.84,2025-01-01 09:55:00,NSE,INR,62239,32
Vendor_C,TCS,3489.0,2025-01-01 09:55:00,NSE,INR,14425,91
Vendor_D,TCS,3484.24,2025-01-01 09:55:00,BSE,INR,38851,228
Vendor_A,INFY,1337.39,2025-01-01 09:55:00,NSE,INR,50949,385
Vendor_B,INFY,1494.52,2025-01-01 09:55:00,BSE,INR,29218,82
Vendor_C,INFY,1489.72,2025-01-01 09:55:00,NSE,INR,39238,411
Vendor_D,INFY,1494.87,2025-01-01 09:55:00,BSE,INR,28491,499
Vendor_A,RELIANCE,2481.13,2025-01-01 09:55:00,NSE,INR,53864,87
Vendor_B,RELIANCE,2476.84,2025-01-01 09:55:00,NSE,INR,74700,379
Vendor_C,RELIANCE,2472.8,2025-01-01 09:55:00,BSE,INR,67181,306
Vendor_D,RELIANCE,2477.32,2025-01-01 09:55:00,BSE,INR,53190,352
